passage,species1_form,species2_form,interaction_form,triplet_key,doc_id,field
"'Twenty centimeters was the optimal LPL, yielding the highest areal productivity of cell mass (g m(-2)d(-1)), eicosapentaenoic acid, and docosahexaenoic acid, which was identical with that previously found for polysaccharide production of Porphyridium and not far from the optimal LPL affecting maximal productivity in Nannochloropsis species.",Porphyridium,Nannochloropsis,affecting,ott:202894;ott:694370;RO_e000055,14502402,abstract
Hymenaea stigonocarpa is a deciduous and monoecious Neotropical tree species pollinated by bats.,Hymenaea stigonocarpa,bats,pollinated by,ott:698924;ott:574724;RO_0002456,27525897,abstract
"The fish leech, Calliobdella nodulifera, transmitted a trypanosome while feeding on laboratory-reared cod ( Gadus morhua).",Calliobdella nodulifera,Gadus morhua,feeding on,ott:2847062;ott:114170;RO_e000007,15127296,abstract
"An important problem is that of the relationships between Duffy antigens and malaria: from what is known about plasmodium Knowlesi, Fya and Fyb antigens are related to the erythrocyte receptors for this plasmodium: the Fy(a-b-) red cells, even of exceptional non-blacks, are not infested with parasites.",plasmodium Knowlesi,plasmodium,infested,ott:352298;ott:6373386;RO_e000005,400037,abstract
"This study from two districts of Orissa State which are endemic for Plasmodium falciparum transmitted by Anopheles fluviatilis and A. culicifacies investigated the impact of dichlorodiphenyl trichloroethane (DDT) indoor residual spraying, in view of the ongoing discussion on phasing out DDT in India.",Plasmodium falciparum,Anopheles fluviatilis,transmitted by,ott:7999370;ott:531754;RO_0002451,15679559,abstract
"In a prior survey of bacteria that colonize the rhesus macaque nasopharynx, performed at the Tulane National Primate Research Center, organisms of the Moraxella genus were isolated from animals with epistaxis, or ""bloody nose syndrome.""",rhesus macaque,Moraxella,colonize,ott:689650;ott:656696;RO_e000053,20667430,abstract
The four remaining species of the genus parasitize American Mephitidae and/or Mustelidae.,Mephitidae,Mustelidae,parasitize,ott:445986;ott:348043;RO_0002445,35018999,abstract
"The bristle-spined porcupine, Chaetomys subspinosus, is often subject to hunting for human food, but it is not known whether it can be a reservoir of this parasite.",Chaetomys subspinosus,human,hunting,ott:463598;ott:770315;RO_e000011,25980958,abstract
Parasitological and clinical investigations on infections with the VS Romanian strain of Plasmodium malariae transmitted by Anopheles labranchiae atroparvus.,Plasmodium malariae,Anopheles labranchiae atroparvus,transmitted by,ott:6373387;ott:1036759;RO_0002451,4876380,title
"Under cadmium stress, the strain from contaminated river sediments, Pseudomonas sp. CF150, exited metabolic dormancy faster than its pair from pristine sediments, Pseudomonas sp. N9, but consumed available resources less efficiently (more energy was lost as heat).",Pseudomonas sp. CF150,Pseudomonas sp,contaminated,ott:981797;ott:4774870;RO_e000001,23895438,abstract
"Thus, to understand the short-term responses toward enhanced sun exposure, we exposed mushrooms of the wood-inhabiting forest species Lentinula edodes, while still attached to their mycelium and substrate, to artificial solar light (ca.",Lentinula edodes,mycelium,attached to,ott:162647;ott:4115572;RO_0002371,34367595,abstract
Simulated customers visited 176 solaria operating in Australia and two face-to-face visits and one telephone contact were made for each establishment.,solaria,Australia,visits,ott:376239;ott:5322824;RO_0002618,15911242,abstract
"Of the transcripts, approximately 50% encode glycine-rich peptides that may contribute to sticky fibers in Scytodes spit.",glycine,Scytodes,contribute to,ott:459704;ott:329615;RO_0002326,24303891,abstract
"can colonize the porcine colon, and the presence of the strongly beta-hemolytic Brachyspira hyodysenteriae is typically associated with clinical swine dysentery.",Brachyspira hyodysenteriae,swine,colonize,ott:928980;ott:730013;RO_e000053,22770518,abstract
"We experimentally tested this hypothesis by measuring tick abundance and the prevalence of tick-borne pathogens (Coxiella burnetii and Rickettsia spp.) within long-term, size-selective, large-herbivore exclosures replicated across a precipitation gradient in East Africa.",Coxiella burnetii,Rickettsia,pathogens,ott:50826;ott:320593;RO_0002556,28878055,abstract
"canis), transmitted by indirect contact with a red fox in the urban area of Berlin.",canis,red fox,transmitted by,ott:372706;ott:821964;RO_0002451,10097956,abstract
Development of a qPCR Strategy to Select Bean Genes Involved in Plant Defense Response and Regulated by the Trichoderma velutinum - Rhizoctonia solani Interaction.,Trichoderma velutinum,Rhizoctonia solani,Regulated by,ott:340036;ott:844050;RO_0002334,27540382,title
"For example, genes and environment determine whether a fox kills black or white rabbits on snow or black ash covered islands.",rabbits,black ash,kills,ott:864596;ott:846444;RO_0002626,22389816,abstract
This work also raises questions about the Phoreiobothrium species reported in cursory descriptions from India; further examination of these cestodes is key because they are potentially hosted by the fourth member of the R. acutus complex.,Phoreiobothrium,cestodes,hosted,ott:45356;ott:4659612;RO_0002454,26701566,abstract
"A novel tick-Babesia experimental infection model recently revealed the time course of Babesia ovata migration in its vector Haemaphysalis longicornis, which is a dominant tick species in Japan.",Babesia ovata,Haemaphysalis longicornis,migration,ott:488545;ott:789030;RO_e000046,29035855,abstract
"A new species of Asthenocotyle Robinson, 1961 (Monogenea: Microbothriidae), a skin parasite of the great lanternshark Etmopterus princeps Collett from the Azores, with a redescription of A. kaikourensis Robinson, 1961 and observations on A. taranakiensis Beverley-Burton, Klassen & Lester, 1987.",Asthenocotyle,great lanternshark,parasite of,ott:701879;ott:832502;RO_0002444,22983802,title
"[Human parasitizing echinostomatata (Trematoda, Fasciolidae) in mammals in Belorussian forest zone].",Human,Fasciolidae,parasitizing,ott:770315;ott:671338;RO_0002445,12224269,title
She was asymptomatic and deemed to be colonized by Irpex lacteus and Rhodotorula species following transplant.,Irpex lacteus,Rhodotorula,colonized by,ott:60033;ott:5222029;RO_e000054,38623871,abstract
"Adult trout Oncorhynchus mykiss fitted with a dorsal aortic catheter were exposed to 288+/-15 micromol l(-1) (mean +/- S.E.M.) total ammonia for 24h in water at a pH of 8.39+/-0.02, while swimming at a speed equivalent to 0.75 bodylengths s(-1) (BLs(-1)) in a Brett-type tunnel respirometer.",Oncorhynchus mykiss,ammonia,exposed to,ott:165368;ott:158522;RO_e000044,11533119,abstract
"This paper reports on a novel, easily replicable container designed to efficiently collect two different biological control agents dispersing from hemlock (Tsuga spp.) foliage infested with the invasive hemlock woolly adelgid (HWA), Adelges tsugae Annand (Hemiptera: Adelgidae).",Tsuga,hemlock woolly adelgid,infested,ott:1095220;ott:624801;RO_e000005,34545937,abstract
"Preliminary indications that recombinant human IL-16 attracts and stimulates lymphocytes of the amphibian, Xenopus laevis implying an ancestral role for CD4 as a cytokine receptor.",human,Xenopus laevis,attracts,ott:770315;ott:465096;RO_e000049,32836028,title
"A morphological and molecular reinvestigation of Janickina pigmentifera (Grassi, 1881) Chatton 1953 - an amoebozoan parasite of arrow-worms (Chaetognatha).",Janickina pigmentifera,arrow-worms,parasite of,ott:4008643;ott:570366;RO_0002444,34846292,title
"Of the many distinct toxicities caused by envenomation, neurotoxicity plays an important role in the paralysis of prey by snakes as well as by venomous sea snails and insects.",paralysis,snakes,prey by,ott:5326911;ott:186816;RO_0002458,29730150,abstract
"Ancylostoma and Cystoisospora infection loads declined as the number of adult clan members increased, a result consistent with an encounter-reduction effect whereby adults reduced encounters between juveniles and infective larvae, but were not affected by the number of juveniles in a clan.",Ancylostoma,Cystoisospora,affected by,ott:274527;ott:204503;RO_e000056,31410280,abstract
"Recently, mucilages from flaxseed, yellow mustard seed, chia seed, and so on, have been used extensively in the areas of food, pharmaceutical, and cosmetics contributing to stability, texture, and appearance.",yellow mustard,chia,contributing to,ott:359058;ott:5142759;RO_0002326,33836113,abstract
"At the molecular levels, the mRNA expression analysis reveals significant upregulation of inflammatory cytokines such as interleukin-1 beta, CXC chemokine, and tumor necrosis factor-alpha in the kidney tissues of Nile tilapia exposed to ammonia and/or challenged with A. hydrophila.",Nile tilapia,ammonia,exposed to,ott:288063;ott:158522;RO_e000044,35667539,abstract
"The previous studies showed that barnyard grass (Echinochloa spp) could be used as a temporary host to increase infestation of small brown planthopper (SBPH, Laodelphax striatellus), which is one of the main polyphagous pests.",barnyard grass,small brown planthopper,host to,ott:2587;ott:499186;RO_0002453,39477618,abstract
Attachment and Release of Water Fleas' Ephippia on a Medium-Sized Waterfowl's Leg for Migration.,Water Fleas,Waterfowl,Migration,ott:59096;ott:765193;RO_e000046,37611235,title
Helicobacter pylori: preying on SIVA for survival in the stomach.,Helicobacter pylori,SIVA,preying,ott:123826;ott:5316135;RO_0002439,32250343,title
Catalytic intense pulse light inactivation of Cronobacter sakazakii and other pathogens in non-fat dry milk and wheat flour.,Cronobacter sakazakii,wheat,pathogens,ott:935497;ott:31926;RO_0002556,32622191,title
"Ammonia-induced tyrosine nitration depends on a rise in [Ca2+]i, IkB degradation, and NO synthase (iNOS) induction, which are prevented by MK-801 and the intracellular Ca2+ chelator 1,2-bis(o-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid (BAPTA-AM).",Ammonia,chelator,depends on,ott:158522;ott:876550;RO_0002502,11923223,abstract
"Distribution and prevalence of Octomyomermis troglodytis (Nematoda: Mermithidae), a parasite of the western tree hole mosquito, Aedes sierrensis.",Octomyomermis troglodytis,Aedes sierrensis,parasite of,ott:5002334;ott:428653;RO_0002444,3507509,title
"Galleria mellonella fed 3 million Nosema pyrausta spores per larva showed 0 and 5% infestation rate at 30 °C and 24 °C, respectively.",Galleria mellonella,Nosema pyrausta,infestation,ott:952256;ott:517456;RO_e000005,30012477,abstract
Ewes and lambs grazed mixed grass (predominantly bermudagrass and ryegrass) pastures and were supplemented with corn/soybean meal between 30 days pre- and 60 days post-lambing (ewes) and starting 45 days of age until weaning (lambs; 95.0+/-0.6 days of age).,lambs,soybean,grazed,ott:70819;ott:681762;RO_e000013,18314274,abstract
"Without a more rigorous approach to ensuring that B anthracis spore-free hides are used, the making of animal hide drums is likely to pose a continuing risk for anthrax to those working with contaminated hides and those exposed to subsequently contaminated environments.",drums,anthrax,contaminated,ott:1089742;ott:284713;RO_e000001,20357605,abstract
The current study was designed to investigate the consequences of rice cooking and soaking of cooked rice (CR) with or without arsenic (As) contaminated water on As and Fe (iron) transfer to the human body along with associated health risk assessment using additive main-effects and multiplicative interaction (AMMI) and Monte Carlo Simulation model.,human,AMMI,contaminated,ott:770315;ott:1074882;RO_e000001,38560133,abstract
"Nematodes belonging to the species Gongylonema are acquired by ingestion of the intermediate host, the cockroach.",Nematodes,Gongylonema,ingestion,ott:495399;ott:371447;RO_e000009,9809609,abstract
Previous work has demonstrated that Austrovenus stuchburyi cockles stranded on mud-flat surfaces due to an inability to re-burrow both contain significantly more metacercariae of the trematode Curtuteria australis and are predated by the definitive host of this parasite at a faster rate than burrowed cockles.,Austrovenus,Curtuteria australis,host of,ott:697093;ott:985485;RO_0002453,15009258,abstract
Coxiella symbionts in the Cayenne tick Amblyomma cajennense.,Coxiella,Cayenne tick,symbionts,ott:634379;ott:617198;RO_0002440,21611689,title
"The presence of a high topographic complexity and the trophic enrichment make these habitats highly biodiverse, nowadays endangered by human activities (such as exploitation of commercial species such as Corallium rubrum, or trawling fisheries, which directly causes habitat destruction or indirectly causes modification in the sedimentation and re-suspension rates).",human,Corallium rubrum,trophic,ott:770315;ott:757563;RO_0002438,23823621,abstract
Massive mortality outbreaks affecting Pacific oysters (Crassostrea gigas) spat/juveniles are often associated with the detection of a herpesvirus called ostreid herpesvirus type 1 (OsHV-1).,Crassostrea gigas,ostreid herpesvirus type 1,affecting,ott:987409;ncbitaxon_viruses:261939;RO_e000055,33537036,abstract
"For the starfish tested, then, the limpets only give avoidance responses to starfish species naturally encountered as predators.The avoidance response ofA.",starfish,limpets,predators,ott:451009;ott:717800;RO_0002439,28309026,abstract
The recent collapse of predatory sunflower sea stars (Pycnopodia helianthoides) owing to sea star wasting disease (SSWD) is hypothesized to have contributed to proliferation of sea urchin barrens and losses of kelp forests on the North American west coast.,Pycnopodia helianthoides,sea urchin,predatory,ott:197638;ott:669472;RO_0002439,36809801,abstract
"In this study, we investigated the capacity of L. pneumophila to colonize floating biofilms and the impact of Acanthamoeba castellanii on the replication of biofilm-associated Legionella.",Acanthamoeba castellanii,Legionella,colonize,ott:120245;ott:185169;RO_e000053,17713816,abstract
"The present study involves the evaluation of these total and differential haematological alterations, induced in the laboratory mouse Mus musculus, infested with the intestinal helminth, Hymenolepis nana (dwarf tapeworm), and treated with the praziquantel, using an automatic Coulter Counter.",Mus musculus,Hymenolepis nana,infested,ott:542509;ott:348019;RO_e000005,22131626,abstract
We suppose that bacteria growing on detritus having a low trophic value provide the first trophic upgrading of organic matter for foraminifera and nematodes.,foraminifera,nematodes,trophic,ott:936399;ott:495399;RO_0002438,35049873,abstract
"Among the copepods identified were Acanthocyclops vernalis, a mosquito predator and a host to at least 2 mosquito parasites, and 2 species of Macrocyclops, one of which, Macrocyclops albidus, is also a known mosquito predator.",Acanthocyclops vernalis,Macrocyclops albidus,predator,ott:493478;ott:1091052;RO_0002439,7902417,abstract
GTP-bound human MxA protein interacts with the nucleocapsids of Thogoto virus (Orthomyxoviridae).,human,Thogoto virus,interacts with,ott:770315;ncbitaxon_viruses:11569;RO_0002434,9933640,title
"Together, our results indicate that NW alphasatellites can interact with different begomoviruses, increasing symptom severity and interfering in the transmission of the helper begomovirus.",alphasatellites,begomovirus,interact with,ncbitaxon_viruses:1458186;ncbitaxon_viruses:10814;RO_0002434,34684193,abstract
"Actinobacteria as essential symbionts in firebugs and cotton stainers (Hemiptera, Pyrrhocoridae).",Actinobacteria,stainers,symbionts,ott:5246105;ott:414852;RO_0002440,23078522,title
We detected duplication events in all species analyzed with higher frequency in Quercus and Castanea and discuss the evidence of transposable elements adjacent to paralogs and their involvement in gene duplication.,Quercus,Castanea,adjacent to,ott:791121;ott:452591;RO_e000027,36169620,abstract
"We describe the application of the approach to T3SS effector proteins for invasion and intracellular lifestyle of Salmonella enterica serovar Typhimurium and to a T3SS effector of Yersinia enterocolitica The novel approach enables analyses of the role of T3SS in host-pathogen interaction at the highest temporal and spatial resolution, toward understanding the molecular mechanisms of their effector proteins.IMPORTANCE Type III secretion systems mediate translocation of effector proteins into mammalian cells.",Salmonella enterica serovar Typhimurium,Yersinia enterocolitica,invasion,ott:358826;ott:857184;RO_e000045,31239375,abstract
"We applied the method to screen blood samples from 36 seed-eating songbirds (white-crowned sparrows; Zonotrichia leucophrys) at capture, and detected imidacloprid in 78% (28 of 36), thiamethoxam in 22% (8 of 36), thiacloprid in 11% (4 of 36), and acetamiprid in 11% (4 of 36) of wild-caught sparrows.",sparrows,Zonotrichia leucophrys,eating,ott:1011209;ott:265553;RO_0002470,30743821,abstract
"To investigate the nonconsumptive effects (NCEs) of predation on the ecotoxicity evaluation of antibiotics, the median lethal concentration (LC50), relative population growth rate (RGR), and activities of three antioxidases were measured in the ciliate Paramecium jenningsi exposed to graded concentrations of the antibiotics nitrofurazone (NFZ) or erythromycin (ERY) in the presence or absence of a predator, i.e., the ciliate Didinium nasutum.",Paramecium jenningsi,Didinium nasutum,exposed to,ott:63491;ott:1072824;RO_e000044,36634479,abstract
The responsiveness of CYP1A (gene transcription and EROD enzyme activity) in the cell line Poeciliopsis lucida hepatoma (PLHC-1) upon exposure to extracts of contaminated soil samples was investigated and compared to levels of PCDD/PCDFs and PCBs including non-ortho obtained by GC/MS analysis.,Poeciliopsis lucida,ortho,contaminated,ott:938644;ott:7850549;RO_e000001,23731866,abstract
"Furthermore, non-native earthworm invasions cause a reduction in leaf litter on the forest floor, and the loss of forest leaf litter is commonly associated with declines in forest fauna, including amphibians.",earthworm,amphibians,invasions,ott:833400;ott:544595;RO_e000045,19236449,abstract
Infestation by the parasitoid wasp Distatrix sancus (Braconidae) did not affect alkaloid elimination.,sancus,Braconidae,Infestation,ott:3572804;ott:678079;RO_e000005,28313683,abstract
"In the 1950's and 1960's, 55-gallon drums of waste oil contaminated with plutonium, and uranium were stored outdoors at the 903 Pad.",drums,plutonium,contaminated,ott:1089742;ott:3518672;RO_e000001,8830753,abstract
"Resistant enterobacteria were also found in environmental samples from the hatchery, such as dust or surfaces which could pose as a possible contamination source for the hatchlings.",enterobacteria,environmental samples,contamination,ott:5573563;ncbitaxon_viruses:321842;RO_e000002,27795309,abstract
"These results indicate intercropping eggplant and garlic was a practical solution for reducing TSSM on eggplant, promoting the abundance of predators, and improving the crop yields of eggplant and garlic compared with the sole crops.",eggplant,garlic,predators,ott:494843;ott:748370;RO_0002439,37498402,abstract
[Effect of the addition of specific lectin on the symbiosis of Rhizobium leguminosarum and Phaseolus vulgaris].,Rhizobium leguminosarum,Phaseolus vulgaris,symbiosis,ott:43976;ott:825707;RO_0002440,10425662,title
"Yield, chemical composition, fatty acid profile, and sensory acceptability of Panela cheese produced from cows grazing in an intensive silvopastoral system (ISS) with Leucaena leucocephala and Cynodon nlemfuensis were evaluated and compared with Panela cheese from cows grazing a monoculture system (MS) of C. nlemfuensis only.",Leucaena leucocephala,Cynodon nlemfuensis,grazing,ott:510052;ott:189123;RO_e000013,31317611,abstract
"This study contributes to a better understanding of the taxonomy of the genus Arctia and challenges future revision of this genus in Turkey, the Caucasus, Transcaucasia as well as northern Iran using standard molecular markers.",Arctia,Transcaucasia,contributes to,ott:4328;ott:4725320;RO_0002326,37234560,abstract
"In these studies of murine hematopoietic stem cell transplantation (HSCT), cotransplantation of lineage-restricted progenitors known as common myeloid progenitors (CMP) and granulocyte-monocyte progenitors (GMP) protects against death following otherwise lethal challenge with either of 2 pathogens associated with neutropenia: Aspergillus fumigatus and Pseudomonas aeruginosa.",Aspergillus fumigatus,Pseudomonas aeruginosa,pathogens,ott:278828;ott:216671;RO_0002556,12393415,abstract
"Adult Haemaphysalis punctata (Canestrini and Fanzago 1877) collected from an area of rough grazing at Mynydd Mawr, Aberdaron, North Wales, transmitted Theileria recondita (Wales); field-collected nymphs failed to transmit this parasite.",Haemaphysalis punctata,Theileria,grazing,ott:448577;ott:422823;RO_e000013,3138810,abstract
The insect pathogens Metarhizium acridum and Cordyceps fumosorosea were the most sensitive to CR.,Metarhizium acridum,Cordyceps fumosorosea,pathogens,ott:314588;ott:559032;RO_0002556,34281658,abstract
The accumulation of hepatotoxic microcystins (MCs) in gastropods has been demonstrated to be higher following grazing of toxic cyanobacteria than from MCs dissolved in ambient water.,gastropods,cyanobacteria,grazing,ott:409995;ott:225495;RO_e000013,20227118,abstract
Cephalobellus lobulata n. sp. (Oxyurida: Thelastomatidae) a parasite of the mole cricket Neocurtilla claraziana Saussure (Orthoptera: Gryllotalpidae) found in Argentina is described and illustrated.,Cephalobellus lobulata,Neocurtilla claraziana,parasite of,ott:4995428;ott:3494437;RO_0002444,10656704,abstract
Sarcoptes scabiei infestation was diagnosed in four freshly dead and three net-captured gazelle while ranging freely.,Sarcoptes scabiei,gazelle,infestation,ott:64848;ott:540235;RO_e000005,17676403,abstract
"In Antirrhinum majus, floral dorsoventral symmetry depends on the activity of two TCP-box genes, CYCLOIDEA (CYC) and DICHOTOMA (DICH).",Antirrhinum majus,DICHOTOMA,depends on,ott:596457;ott:62108;RO_0002502,16549774,abstract
Xanthones from mangosteen inhibit inflammation in human macrophages and in human adipocytes exposed to macrophage-conditioned media.,mangosteen,human,exposed to,ott:766177;ott:770315;RO_e000044,20181789,title
"We imitated hunts by chasing flocks of corvids, gulls, starlings and lapwings with the RobotFalcon, and compared their patterns of collective escape to those when chased by a conventional drone and, in case of starlings, hunted by wild peregrine falcons.",starlings,peregrine,hunted by,ott:565817;ott:786435;RO_e000012,38689546,abstract
"A pot experiment was conducted in a greenhouse, where C. camphora seedlings were exposed to four AMF regimes (inoculation with sterilized fungi, with Glomus tortuosum, Funneliformis mosseae, either alone or in combination) and three salt spray regimes (applied with distilled water, 7, and 14 mg NaCl cm-2) in order to investigate the influence on root functional traits and plant growth.",Glomus tortuosum,Funneliformis mosseae,exposed to,ott:5670542;ott:1039477;RO_e000044,37888220,abstract
A recent study revealed that species of the Rhabdophis nuchalis Group ingest lampyrine fireflies to sequester BDs.,Rhabdophis nuchalis,fireflies,ingest,ott:565050;ott:865251;RO_e000010,36743225,abstract
"Here, we analyse a European field survey of endosymbionts in pea aphids (Acyrthosiphon pisum), confirming that symbiont associations are pervasive.",endosymbionts,Acyrthosiphon pisum,symbiont,ott:5248883;ott:814484;RO_0002440,31430401,abstract
"We propose that ADA activity in A. aegypti may help blood feeding by removing adenosine, a molecule associated with both the initiation of pain perception and the induction of mast cell degranulation in vertebrates, and by producing inosine, a molecule that potently inhibits the production of inflammatory cytokines.",mast,vertebrates,feeding by,ott:5247578;ott:801601;RO_e000008,11441041,abstract
"(5) Early April to mid-May was the migration peak of passage migrants such as, Calidris ruficollis, Calidris acuminate and Limosa limosa but the population size of shorebird winter migrants dominated by Calidris alpine was still larger than the former.",Calidris ruficollis,Limosa limosa,migration,ott:24121;ott:719086;RO_e000046,22184022,abstract
[Rare case of infestation with oestridae larvae in humans].,oestridae,humans,infestation,ott:334384;ott:770309;RO_e000005,5362243,title
The fungus-originating CaM of the FRCaMP indicator version with a deleted M13-like peptide did not interact with the cytosolic environment of the HeLa cells in contrast to the metazoa-originating CaM of the similarly truncated version of the GCaMP6s indicator with a deleted M13-like peptide.,fungus,metazoa,interact with,ott:737448;ott:691846;RO_0002434,33374320,abstract
Some aspects of intracellular symbiosis during embryo development of Mastotermes darwiniensis (Isoptera: Mastotermitidae).,Mastotermes darwiniensis,Isoptera,symbiosis,ott:362113;ott:5602399;RO_0002440,10376288,title
Sequence analysis and experimental verification demonstrated that LGP2 having EEK motif that can negatively regulate antibacterial immune function is present in Cyprinidae and Xenocyprididae families.,Cyprinidae,Xenocyprididae,negatively regulate,ott:1005930;ott:7653537;RO_0002212,38629918,abstract
Negative-strand RNA viruses represent a significant class of important pathogens that cause substantial morbidity and mortality in human and animal hosts worldwide.,Negative-strand RNA viruses,human,pathogens,ncbitaxon_viruses:2497569;ott:770315;RO_0002556,24145413,abstract
"ANP would interact with NPR-C coupled via G proteins leading to the activation of Ca(2+)-calmodulin-dependent NOS in atria; while in ventricle, aorta and kidney, ANP could also interact with NPR-A/B, increasing cGMP, which in turns activates PKG to stimulate eNOS.",atria,eNOS,interact with,ott:3662145;ott:7151386;RO_0002434,18586055,abstract
"Terrestrial arthropods are often infected with heritable bacterial symbionts, which may themselves be infected by bacteriophages.",arthropods,bacteriophages,symbionts,ott:632179;ncbitaxon_viruses:38018;RO_0002440,23193123,abstract
"Overall, the present study contributes to the understanding of the chloroplast genome of Rhodiola species, and provides a theoretical basis for the study of their genetic diversity and possible use as medicinal plants.",chloroplast,Rhodiola,contributes to,ott:5268918;ott:526587;RO_0002326,38965647,abstract
Two predatory midges Diadiplosis ?coccidivora (Felt) and Diadiplosis multifila (Felt) (Diptera: Cecidomyiidae) are recorded for the first time from Saint Lucia.,Diadiplosis ?coccidivora,Diadiplosis multifila,predatory,ott:4488659;ott:4484699;RO_0002439,25112239,abstract
"Several bacterial pathogens have caused severe mortalities in farmed olive flounder, especially Streptococcus parauberis.",olive flounder,Streptococcus parauberis,pathogens,ott:883392;ott:72940;RO_0002556,26423006,abstract
"Diurnal raptors in the order Accipitriformes are commonly parasitized with Leucocytozoon spp., and the prevalence and intensity of parasitemia are often high.",Accipitriformes,Leucocytozoon,parasitized,ott:4947835;ott:7997488;RO_0002445,26815037,abstract
"Since scalp hair loss has increased recently even in young people, seriously affecting individual's quality of life, the hair growth-stimulating effects of Laminaria japonica extract (LJE) and Cistanche tubulosa extract (CTE) were investigated.",Laminaria japonica,Cistanche tubulosa,affecting,ott:246789;ott:368050;RO_e000055,25806080,abstract
"Allocasuarina verticillata (drooping sheoak, drooping she-oak) is a dioecious, wind-pollinated and -dispersed species with key conservation values across southeastern Australia.",Allocasuarina verticillata,Australia,pollinated,ott:79349;ott:5322824;RO_0002455,25742183,abstract
"Water, feeds, milking equipment, environmental samples and feces from 15 farms producing ewe's milk contaminated by Listeria spp.",environmental samples,Listeria,contaminated by,ncbitaxon_viruses:321842;ott:531632;RO_e000001,31159095,abstract
Turnip crinkle virus-encoded suppressor of RNA silencing interacts with Arabidopsis SGS3 to enhance virus infection.,Turnip crinkle virus,Arabidopsis,interacts with,ncbitaxon_viruses:11988;ott:309275;RO_0002434,36433724,title
IMPORTANCE This article describes the coinfection of a prokaryotic prey or host cell by both a bacteriophage (phage) and the predatory bacterium of the group Bdellovibrio and like organisms (BALOs).,bacteriophage,Bdellovibrio,prey,ncbitaxon_viruses:38018;ott:379950;RO_0002458,22511350,abstract
The data also show that the antivenom used for human therapy in Brazil is not fully able to neutralize the main toxic activities present in the venoms from all Micrurus species occurring in the country.,human,Micrurus,neutralize,ott:770315;ott:311715;RO_e000038,20231886,abstract
"BabMV was recently described but it has been affecting babaco for decades and, since many potexviruses are serologically indistinguishable, it may have been previously misidentified as papaya mosaic virus.",babaco,papaya mosaic virus,affecting,ott:5145824;ncbitaxon_viruses:12181;RO_e000055,35807598,abstract
"Highest T-Hg concentrations in fish were detected for the carnivorous Pseudoplatystoma fasciatun (0.432 ± 0.107 μg/g, fresh weight [fw]), and lowest in the non-carnivorous Prochilodus magdalenae (0.143 ± 0.053 μg/g, fw), with differences between trophic levels.",Pseudoplatystoma,Prochilodus magdalenae,trophic,ott:232251;ott:234331;RO_0002438,21161806,abstract
"The optimized method demonstrated a detection limit of 20 copies per reaction and was specific to S. iniae, as evidenced by no cross-reactivity when assayed against genetic materials extracted from 23 known aquatic animal pathogens, and fish samples infected with Streptococcus agalactiae or Streptococcus dysgalactiae.",Streptococcus agalactiae,Streptococcus dysgalactiae,pathogens,ott:699165;ott:646696;RO_0002556,37723600,abstract
"It has been rated by Science as one of the top ten scientific and technological breakthroughs affecting human beings in the 21st century.In this issue of Light People, we spoke with a ""magic"" creator, Professor Che Ting Chan, the Associate Vice-President (Research & Development) of the Hong Kong University of Science and Technology (HKUST), Member of the Hong Kong Academy of Sciences and Fellow of the American Physical Society.",human,creator,affecting,ott:770315;ott:3246002;RO_e000055,38902293,abstract
Highly divergent Mollicutes symbionts coexist in the scorpion Androctonus australis.,Mollicutes,Androctonus australis,symbionts,ott:174601;ott:540832;RO_0002440,30019339,title
Pathology and diagnosis of proliferative and ulcerative dermatitis associated with Tunga penetrans infestation in cattle.,Tunga penetrans,cattle,infestation,ott:33079;ott:1066581;RO_e000005,25525141,title
"Conidial characters separate the Entomophthoraceae, which only includes obligate pathogens, into at least two lineages: one lineage with uninucleate conidia and another with multinucleate conidia.",Entomophthoraceae,conidia,pathogens,ott:167672;ott:3752836;RO_0002556,9756713,abstract
Endoparasites of Jungle Cats (Felis chaus) and Their Pathologic Lesions.,Cats,Felis chaus,Endoparasites,ott:563166;ott:983181;RO_0002634,30483341,title
"The New Zealand long-finned eel (Anguilla dieffenbachii) and short-finned eel (Anguilla australis) are apex predators, playing an important role in ecosystem functioning of rivers and lakes.",Anguilla dieffenbachii,Anguilla australis,predators,ott:214534;ott:479860;RO_0002439,34692247,abstract
"The intrinsic rate of increase (r) of N. cucumeris by feeding on the mixed pollen (0.197 day-1) was significantly higher than that on castor bean, or date palm pollen (0.146 or 0.152 day-1 in G1, respectively).",castor bean,date palm,feeding on,ott:339346;ott:789008;RO_e000007,35833901,abstract
"In this study, phylogenetic analyses using both nuclear and chloroplast markers revealed the multiple sources of Taiwanese Scutellaria species and confirmed the rapid and recent speciation of endemic species, especially those of the ""indica group"" composed of S. indica, S. austrotaiwanensis, S. tashiroi, and S. playfairii. The common ancestors of the indica group colonized first in northern Taiwan and dispersed regionally southward and eastward.",chloroplast,Scutellaria,colonized,ott:5268918;ott:4928702;RO_e000053,23226402,abstract
These results contribute to evaluations of the CCL and regulatory status of coxsackievirus and echovirus and aid in building a database of the treatment efficiencies of enteroviruses and their surrogates.,coxsackievirus,echovirus,contribute to,ncbitaxon_viruses:12066;ncbitaxon_viruses:33758;RO_0002326,18853805,abstract
