Sentence,label,passage,spans
,1,a comprehensive survey of aspergillus species has been carried out among different cattle and donkey handlers,"[(-1, -1)]"
,1,b and tcellenriched preparations of lymphocytes from human blood 5 cases adenoids 10 cases and tonsils 4 cases were examined for the in vitro stimulation response to mycoplasma pneumoniae mp,"[(-1, -1)]"
,1,a case of hermaphroditism in scyliorhinus stellaris linné 1758 pisces scyliorhinidae morphological and histological study,"[(-1, -1)]"
,1,within the spinal grey the rubrospinal tract terminates in laminae v vi and to a lesser extent vii the possibility of a topographical organization of the nucleus was investigated with injections of horseradish peroxidase into brachial thoracic and lumbar spinal cord,"[(-1, -1)]"
,1,in the pituitary gland of mertensiella and triturus six chromophilic cell types could be distinguished,"[(-1, -1)]"
,1,1 the metabolism of scarboxymethylcysteine mucodyne has been studied in the rat rabbit guineapig marmoset and human,"[(-1, -1)]"
,1,clinical isolates of neisseria gonorrhoeae from manitoba were tested for their carbohydrate degradation activity in cystine trypticase agar cta medium muellerhinton agar and guinea pig serum agar,"[(-1, -1)]"
,1,2 in bovine hemolysates both enzyme activities are low when compared with activities in human hemolysates,"[(-1, -1)]"
,1,plasmodium malariae in kerala and tamilnadu states of india 196975,"[(-1, -1)]"
,1,centrifugation at 10 degrees c prevents the partial renaturation of escherichia coli dna and clostridium perfringens dna that occurs at 20 degrees c a centrifugation temperature of 5 degrees c is required to prevent renaturation of t7 phage dna,"[(-1, -1)]"
,1,at cornua uteri and urine bladders of rabbits excisions were undertaken,"[(-1, -1)]"
,1,distribution of neisseria rothia and streptococci in early stages of dental plaque,"[(-1, -1)]"
,1,a small amount of horseradish peroxidase hrp was injected into several small areas of the flocculus and adjacent ventral paraflocculus of albino rabbits,"[(-1, -1)]"
,1,isolated trochlear nerve palsies in herpes zoster ophthalmicus,"[(-1, -1)]"
,1,comparative polyacrylamide electrophoretic studies were done on the cerebrospinal fluid csf of rabbits pigeons frogs and snakes,"[(-1, -1)]"
,1,ehrlichiosis in wolves dogs and wolfdog crosses,"[(-1, -1)]"
,1,ultrastructural studies of leucocytes which form rosettes with homologous erythrocytes in human auto immune haemolytic anaemia,"[(-1, -1)]"
,1,rabbits were immunized with synthetic immunogens hsaglylalalaladaladala39 and hsaglygammadglulaladaladala40 respectively,"[(-1, -1)]"
,1,eight male baboons inoculated intraurethrally with neisseria gonorrhoeae failed to shed gonococci or develop serum antibody,"[(-1, -1)]"
,1,ultrastructural and cytochemical observations on sporogenesis of myxobolus sp myxosporida myxobolidae from the common shiner notropis cornutus,"[(-1, -1)]"
,1,taste areas of the plica sublingualis of alouatta and aotus primates platyrrhini,"[(-1, -1)]"
,1,treatment with typespecific igg antibody to pseudomonas aeruginosa significantly increased rates of survival after experimental induction of pseudomonas pneumonia in leukopenic dogs,"[(-1, -1)]"
,1,influenza virus monoinfection and combined influenza and herpes simplex virus hsv infection of the eye was studied in rabbits,"[(-1, -1)]"
,1,there was a low frequency of inhibition of s epidermidis by micrococcaceae 27 and by p acnes 11 and a higher frequency of inhibition of p acnes by micrococcaceae 95 and by p acnes 408,"[(-1, -1)]"
,1,darabinitol was identified as a major metabolite of candida species in human subjects,"[(-1, -1)]"
,1,serratia marcescens sa3 possesses two homoserine dehydrogenases and neither has any aspartokinase activity unlike the case of escherichia coli enzymes,"[(-1, -1)]"
,1,the penicillin polymers were found to be nonimmunogenic in albino wistar rats wistar furth rats and hartley guinea pigs,"[(-1, -1)]"
,1,rats hamsters and guinea pigs were exposed to airborne glass fiber at a gravimetric concentration of 042 mg,"[(-1, -1)]"
,1,parapoxvirus infections of reindeer and musk ox associated with unusual human infections,"[(-1, -1)]"
,1,during 12 months 26 households with 172 residents in são felipe bahia brazil entertained 74 different guests who were potentially exposed to attack by panstrongylus megistus for an average of about 23 nights per guest per year,"[(-1, -1)]"
,1,the distribution of succinic dehydrogenase enzyme activity was investigated in frozen sections of longissimus dorsi muscle taken from several species of east african game animal giraffe hartebeest wildebeest oryx gerenuk and dikdik as well as local zebu cattle,"[(-1, -1)]"
,1,bovine polymorphonuclear leukocytes pmn mediated antibodydependent cell cytotoxicity adcc against erythrocyte and herpes virusinfected target cells,"[(-1, -1)]"
,1,benzoapyrene oxidation conjugation and disposition in the isolated perfused rabbit lung role of the glutathione stransferases,"[(-1, -1)]"
,1,consideration of the ph ranges over which aggregation occurred suggests that protonation of histidine residues may be involved in rabbit myosin filament formation while for lobster myosin aggregation may involve protonation of epsilonamino or guanidino groups,"[(-1, -1)]"
,1,secretion of sulfuric acid in cassidaria echinophora lamarck mollusca mesogastropoda marine carnivorous snail,"[(-1, -1)]"
,1,three elderly females presenting with iron deficiency anaemia and faecal loss of blood were found to have a macronodular cirrhosis of the liver and an unusual red spotty appearence of the prepyloric antral mucosa,"[(-1, -1)]"
,1,2 human and swine pepsinogens were inactivated progressively by lactamimides as the number of methylene groups in the nitrogencontaining ring increased,"[(-1, -1)]"
,1,b cernicus from mauritius could be separated into two types according to the compatibility with s intercalatum from cameroun the tcp100 exposed snails was 31000 and 267000 respectively,"[(-1, -1)]"
,1,although the lungs of animals challenged with staphylococcus aureus differed little from those of animals exposed only to a water aerosol the lungs of animals exposed to klebsiella pneumoniae or to escherichia coli demonstrated significantly greater polymorphonuclear leukocyte infiltrations in bronchi and alveoli 2 and 4 hours afer exposure,"[(-1, -1)]"
,1,data are reported for seven cats with a total of 29 electrodes permanently placed in or near the cochlear nucleus the superior olivary complex the nucleus of the inferior colliculus and the medial geniculate body,"[(-1, -1)]"
,1,complement activation in acne vulgaris in vitro studies with propionibacterium acnes and propionibacterium granulosum,"[(-1, -1)]"
,1,pc904 was more active on the other hand than ampicillin and carbenicillin against antibioticsusceptible enterobacteriaceae and also showed high activity against most species of pseudomonadaceae especially p cepacia and p aeruginosa,"[(-1, -1)]"
,1,3 the rate of digestion of ovalbumin by pepsin 1 is approximately three times slower than are those of bovine haemoglobin or human globin,"[(-1, -1)]"
,1,rabbits were immunized versus either an acetylcholinesterase or a cholinergic receptorrich fraction isolated from the electric organ of torpedo marmorata,"[(-1, -1)]"
,1,the relative strength of complement fixation of the alphachains from haemoglobin a1 f and a2 was compared by hybridizing these human haemoglobins with caninehaemoglobin and measuring the quantitative complement fixation of the different hybrids with antihb a1 and antialphaa1 rabbit immune sera,"[(-1, -1)]"
,1,epidemiological topics discussed include differences in the transmission of babesia bovis and b bigemina by the cattle tick boophilus microplus and the relative prevalence disease incidence and pathogenicity of b bovis and b bigemina,"[(-1, -1)]"
,1,skinpiercing bloodsucking moths ii studies on a further 3 adult calyptra calpe sp lepid noctuidae,"[(-1, -1)]"
,1,without complement immune guinea pig or human sera prolonged invitro ld cell survival,"[(-1, -1)]"
,1,human cells in culture hep2 were infected with herpes simplex virus type 2 hsv2 at multiplicities of infection varying from 02 to 10 and fixed 6 12 18 and 24 hr after infection,"[(-1, -1)]"
,1,oral treatment was effective in curing dermatophyte skin infections and systemic mycoses caused by sensitive organisms such as paracoccidioides blastomyces and histoplasma,"[(-1, -1)]"
,1,new types of islet cells in a cyclostome petromyzon marinus l,"[(-1, -1)]"
,1,rabbit antibody against human serum albumin was quantitated in antigen coated plastic tubes using commercially available goat antirabbit igg conjugated to horseradish peroxidase which was the source of heme,"[(-1, -1)]"
,1,the cytoimmunological study of the adenohypophysis of boops salpa marine teleost in different experimental conditions confirmed that the macconaills hematoxylinepositive cells contain 1 acth corticotrophic hormone in the pars distalis 2 msh melanocytestimulating hormone and acth in the pars intermedia,"[(-1, -1)]"
,1,the nature of this material appeared to be acidic mucopolysaccharide as indicated by its metachromatic staining properties its stainability with ruthenium red and its partial degradation by bovine and streptomyces hyaluronidase,"[(-1, -1)]"
,1,pituitary fibroblast growth factor as a stimulator of growth in cultured rabbit articular chondrocytes,"[(-1, -1)]"
,1,cell surface antigens detected in cell lines established from lymphomatous papio hamadryas and macaca arctoides monkeys,"[(-1, -1)]"
,1,in patients with complicated infections that required prolonged courses of treatment enterobacteriaceae pseudomonas aeruginosa and enterococci occasionally emerged as predominant pathogens,"[(-1, -1)]"
,1,there was a minimal effect of dtt in reactions using cytosol of fetal rat lung fetal and newborn human lung rabbit lung and liver kidney heart and testis of adult rat,"[(-1, -1)]"
,1,antiserum to feline cytauxzoonlike parasites was used in conjunction with labeled rabbit antisera to feline globulins to detect the presence of cytauxzoonlike parasites in spleens of experimentally infected cats,"[(-1, -1)]"
,1,control of differentiation in streptomycetes involvement of extrachromosomal deoxyribonucleic acid and glucose repression in aerial mycelia development,"[(-1, -1)]"
,1,cholera toxin inhibition of progesteroneinduced meiosis of xenopus laevis oocytes in vitro has been correlated with increased camp levels,"[(-1, -1)]"
,1,the experience of both the center for disease control cdc botulism laboratory and other laboratories has been that botulinal toxin and c botulinum are rarely if ever found in the feces of humans infants or older people not afflicted with botulism,"[(-1, -1)]"
,1,effect of ouabain in therapeutic concentrations on k exchange and contraction of human and rabbit myocardium,"[(-1, -1)]"
,1,use of an antiserum specific for human t lymphocytes as a diagnostic reagent comparison with e rosette formation and mitogenic response to pha,"[(-1, -1)]"
,1,we therefore caution others that not all strains of guinea pigs can be used to evaluate the potential equine virulence of ve viruses,"[(-1, -1)]"
,1,haematological investigations of peripheral blood and bone marrow were performed in rabbits receiving hydrazinophthalazines hydralazine or binazin with or without simultaneous hyperimmunization by means of repeated injections of bovine albumin,"[(-1, -1)]"
,1,an electron microscopic study of the components of anterior limb buds of the slowworm anguis fragilis and of the green lizard lacerta viridis embryos of anguis whose allantoic bud reach 07 to 4 mm of length embryos of lacerta 2 to 7 days old provides data on the cytological characteristics of the components of the limb bud at these early stages,"[(-1, -1)]"
,1,the projections of the superior colliculus to the thalamus have been studied in the monkey macaca mulatta with anterograde degeneration techniques,"[(-1, -1)]"
,1,the effect of plasmiddetermined and other characteristics on the survival of escherichia coli in the alimentary tract of two human beings,"[(-1, -1)]"
,1,the role of amino sulfhydryl disulfide carboxyl phenolic imidazole and indole groups on the agglutination of human erythrocytes by the lectin from viscum album has been determined using specific chemical modification techniques,"[(-1, -1)]"
,1,in tropical america important outbreaks of venezuelan eastern and western equine encephalitis and of rocio encephalitis have occurredin this article epidemiological aspects of arboviral encephalitis outbreaks occurring within the past 5 years are reviewed,"[(-1, -1)]"
,1,this possibility was investigated in vitro by incubating the following azo dyes and their metabolites with red cells in krebsringer phosphate solution chrysoin s scharlach gn azorubine sunset yellow fcf food red 17 orange ggn ponceau 4r amaranth ponceau 6r and fast yellow ab the concentration in the incubate was 05 mmoll and the hemiglobin formation was measured after 1 h the effect on red cells from pigs was compared with the effect on human red cells,"[(-1, -1)]"
,1,the antisera also crossreact with the same enzyme from human and guinea pig,"[(-1, -1)]"
,1,in the free moving cats with chronic implanted electrodes on the neocortex in lp pulvinar pul va and vl nuclei of the thalamus and in the dorsal hippocampus hip the theta waves recorded in lp pul and hip were not of the same frequency and origin,"[(-1, -1)]"
,1,it was found that m kansasi and m avium possessed 9 antigen components each and bacilli of scotochromogenic strain nicolas and m fortuitum 5 each,"[(-1, -1)]"
,1,distribution of free amino acids in coma due to acute barbiturate poisoning in guinea pigs,"[(-1, -1)]"
,1,incubations of tricaine with serum from bullfrogs mice and humans indicated that the drug was metabolized to maminobenzoic acid with an apparent km of 3 x 103 m for the reaction,"[(-1, -1)]"
,1,the electrical activity of the dorsal and ventral hippocampus and of the anterior and posterior neocortex is described and illustrated during the development of trained operant behavior in waterdeprived cats learning to barpress for water reward under three operant conditioning schedules a continuous reinforcement b alternating 10 sec periods of reinforcement and nonreinforcement and c mixed reinforcement and nonreinforcement with special auditory and visual cues,"[(-1, -1)]"
,1,four mutant strains of escherichia coli which lack membranebound adenosine triphosphatase activity were shown by geneticcomplementation tests to carry mutations in the unca gene,"[(-1, -1)]"
,1,during incubation of treponema pallidum nichols strain with cultured mammlian cells derived from normal rabbit testes nrt an amorphous material accumulated at the surface of the cultured cells,"[(-1, -1)]"
,1,delayed cutaneous responsiveness to candida developed and igm became norma,"[(-1, -1)]"
,1,the south american plant solanum malacoxylon causes extensive soft tissue calcification when ingested by cattle,"[(-1, -1)]"
,1,hydration of arene and alkene oxides by epoxide hydrase in human liver microsomes,"[(-1, -1)]"
,1,pea aphid primary symbiotes have previously been shown to synthesize cholesterol in vitro,"[(-1, -1)]"
,1,we used a strain of escherichia coli k12 which causes mannosesensitive hemagglutination ha of guinea pig cells,"[(-1, -1)]"
,1,5nitroimidazoles including metronidazole compound 1 and 3 analogues compounds 2 3 and 4 of actual or potential chemotherapeutic use were assayed for genetic activity in test systems detecting forward and back mutations in escherichia coli k12343113 forward mutations in neurospora crassa heterokaryon 12 mitotic gene conversion in the heteroallelic diploid yeast strain saccharomyces cerevisiae d4 and sexlinked recessive lethals in drosophila melanogaster,"[(-1, -1)]"
,1,the new staining procedure should permit a wide range of studies on eosinophil precursor populations in the marrows of patients with various diseases,"[(-1, -1)]"
,1,the mycological findings confirmed infection with aspergillus fumigatus in 6 patients and severe infection with candida albicans in 4 clinically mycological cures were achieved in 4 patients and some improvement was found in 3 others,"[(-1, -1)]"
,1,mesomelas in the third area the yellow mongoose cynictis penicillata and in the fourth genetta and felis spp including the domestic cat felis catis,"[(-1, -1)]"
,1,interaction of the nitrogenase components of anabaena cylindrica with those of clostridium pasteurianum,"[(-1, -1)]"
,1,a type of unit discharge termed luxotonic has been found in the striate cortex of unanesthetized squirrel monkeys and macaques6 21 the firing frequency of these units shows relatively little adaptation continues indefinitely hours and reflects the level of diffuse illumination of the eye,"[(-1, -1)]"
,1,safety evaluation of aspergillus fumigatus grown on cassava for use as an animal feed,"[(-1, -1)]"
,1,study of effects of porcine skin and bovine dermis on the healing of splitskin graft donor sites in humans,"[(-1, -1)]"
,1,since 1960 reports from the islands of aruba curaçao jamaica and trinidad have confirmed the presence of trypanosoma cruzi bloodsucking triatomine bugs and wild animals infected with the parasite,"[(-1, -1)]"
,1,a similar binding site was present on rat peritoneal macrophages guinea pig kupffer cells and cultured human monocytes but not on human lymphocytes or fibroblasts mouse l cells or y1 adrenal cells or chinese hamster ovary cells,"[(-1, -1)]"
,1,in the cns of lymnaea stagnalis it was verified for two paired cells a11a11 and p1a10 that the interneuronal connection is realized by electronic transmission,"[(-1, -1)]"
,1,3 in healthy humans and goats the responses to transient and steadystate hypoxia were similar in magnitude,"[(-1, -1)]"
,1,a rabbit erythrocyte sandwich technique was devised to show that hyaluronidase removed wheat germ agglutinin receptors from the cultured nrt cells,"[(-1, -1)]"
,1,these data as well as cultural biochemical and antibiotic susceptibility data gathered from two previous studies involving i these same atypical yerh isolates ii y enterocolitica serotypes o1 through o15 rhamnose raffinose and citrate negative yerh iii y enterocolitica serotype o16 rhamnose positive but raffinose and citrate negative and iv yersinia pseudotuberculosis serogroups i through v were statistically compared,"[(-1, -1)]"
,1,rabbit antibodies against d pteronyssinus whole culture extract were rendered specific to mite antigens by immunoabsorption with extract of human dander,"[(-1, -1)]"
,1,the effectiveness of a varisization is greater the more the hip is in valgus and there is a critical zone with increasing varus where the effect becomes minimal,"[(-1, -1)]"
,1,reaction to intradermal injection of tuberculin from mycobacteria tuberculosis of the avian type proved to be negative in all the 505 students examined who never came in contact with fowl farms,"[(-1, -1)]"
,1,nicolaus a friedreichs description of peripheral facial nerve paralysis in 1798,"[(-1, -1)]"
,1,potentiation of haloperidolinduced catalepsy by benzodiazepines may be due to enhancement of gabaergic transmission within the globus pallidus,"[(-1, -1)]"
,1,increases in plasma cortisol was observed after stimulation of the lateral hypothalamic area basolateral amygdala pyriform cortex hippocampus certain sites in the cingulate gyrus and orbital part of the frontal lobe,"[(-1, -1)]"
,1,among 472 small mammals trapped in the caratinga area of minas gerais brazil schistosoma mansoni infection was demonstrated in 6 of 9 procyon 1 of 7 didelphis 1 of 1 philander 25 of 72 nectomys and 16 of 383 various other rodents representing 20 species,"[(-1, -1)]"
,1,serological demonstration of specific antibodies produced in rabbits in response to nematocyst venom from the sea anemone aiptasia pallida,"[(-1, -1)]"
,1,1 pulse labelling of conjugating tetrahymena pyriformis with glycine and glucosamine gave results consistent with a requirement for de novo synthesis of a lipidlike component which is involved in the addition of sugar to cell glycoprotein,"[(-1, -1)]"
,1,in contrast primary infections by herpes simplex virus are of great importance herpes disseminatus neonatorum type 2 gingivostomatitis herpetica type 1 eczema herpeticum type 1 in some cases also type 2 and keratoconjunctivitis herpetica type 1,"[(-1, -1)]"
,1,the isolation of the m cervicolor type c i virus thus provides further evidence that the infectious primate type c viruses originated by transspecies infection of primates by an endogenous virus of mice,"[(-1, -1)]"
,1,a new species of monogeneans euzetrema caucasica sp n from the urinary bladder of mertensiella caucasica waga 1876 is described,"[(-1, -1)]"
,1,growth of staphylococcus and salmonella on frankfurters with and without sodium nitrite,"[(-1, -1)]"
,1,influence of soil ph and calcium nutrition on resistance of alfalfa to bacterial and verticillium wilt,"[(-1, -1)]"
,1,chirality of the hydrogen transfer to the coenzyme catalyzed by ribitol dehydrogenase from klebsiella pneumoniae and dmannitol 1phosphate dehydrogenase from escherichia coli,"[(-1, -1)]"
,1,studies of relationship among terrestrial pseudomonas alcaligenes and enterobacteria by an immunological comparison of glutamine synthetase,"[(-1, -1)]"
,1,between acrocentric chromosomes was determined after the exposure of human blood from normal and chromosomally abnormal individuals to various small doses of co60 gammarays,"[(-1, -1)]"
,1,suppression of the dnaa phenotype by mutations in the rpob cistron of ribonucleic acid polymerase in salmonella typhimurium and escherichia coli,"[(-1, -1)]"
,1,these results confirm and extend earlier evidence based on neutralization of herpes simplex and newcastle disease viruses in the presence of early igm antibody and functionally pure guinea pig c components or cdeficient animal sera that the lateacting components c5c9 are not required for cdependent neutralization,"[(-1, -1)]"
,1,an assay is described for assessing the potency of thymic extracts by the capacity of guinea pig spleen lymphocytes to form rosettes with rabbit red blood cells,"[(-1, -1)]"
,1,all cultures for chlamydiae m hominis neisseria gonorrhoeae and anaerobic bacteria were negative,"[(-1, -1)]"
,1,at concentrations 01 mm the reversal potential became progressively more positive 55 to 50 mv4 reduction of external chloride with isethionate as the substitute anion increased the amplitude of the depolarization5 gaba reduced the amplitude of the excitatory postsynaptic potential produced by lateral olfactory tract stimulation and occluded or reversed the subsequent depolarizing recurrent inhibitory postsynaptic potential6 action potentials elicited by injection of depolarizing current or by focal antidromic stimulation were slowed and reduced in amplitude by gaba7 the effects of gaba on membrane conductance potency  1 were duplicated by 3aminopropanesulphonic acid potency  20 betaalanine 05 betaaminonbutyric acid 05 glycine 03 and l24diaminobutyric acid 02,"[(-1, -1)]"
,1,efficacy of oxfendazole against natural infestations of nematodes and cestodes in sheep in egypt,"[(-1, -1)]"
,1,assessment of group b streptococcal opsonins in human and rabbit serum by neutrophil chemiluminescence,"[(-1, -1)]"
,1,the etiological agents most frequently isolated were staphylococcus aureus 541 streptococcus agalactiae 234 and pseudomonas aeruginosa 132,"[(-1, -1)]"
,1,cryptococcus albidus cryptococcus terreus and some isolates of cryptococcus laurentii also assimilated protocatechuate and phydroxybenzoate whereas cryptococcus neoformans did not,"[(-1, -1)]"
,1,coli shigella klebsiella ecc and of mycoplasma m,"[(-1, -1)]"
,1,the direct immunoperoxidase technique was applied to the study of the localization of a groupspecific antigen of halprowiae chlamydiae in the causative agents of meningopneumonia strain mp and of paratrachoma strain lbi at the individual stages of their developmental cycle in the lcell 16 24 and 48 hours after infection of the culture,"[(-1, -1)]"
,1,a new phenomenon of synergistic hemolysis by clostridium perfringens alphatoxin and the streptococcal camp factor on human and guinea pig erythrocytes is described,"[(-1, -1)]"
,1,variations of the sensory system of the cercaria of schistosoma mansoni and their possible relation to the epidemiology of bilharziasis,"[(-1, -1)]"
,1,the concentrations in the upper jejunum are approximately 103104 organismsml whereas in the ileum the concentrations may be higher and faecal type organisms may also be present such as enterobacteria bifidobacteria and bacteroides in concentrations of 105106 organisms per ml of intestinal aspirate 24 25,"[(-1, -1)]"
,1,a colonized population sonora strain 000 line of the biological vector culicoides variipennis coquilllett was used,"[(-1, -1)]"
,1,immunological properties of a high molecular weight component from yeast cell autolysate in dogs and evaluation of its potential role in human dextran reactions,"[(-1, -1)]"
,1,the e system has two alleles e14 and e15 present in rabbits and in another leporidae genus sylvilagus,"[(-1, -1)]"
,1,the synthesis of pectinases by mutant of aspergillus niger 36 in beet pulp medium,"[(-1, -1)]"
,1,5 m xanthognathus hemolysate was considerably less soluble than those of m oeconomus and m pennsylvanicus pullatus which had essentially the same solubility,"[(-1, -1)]"
,1,role of thymic hormone thf and of a thymic plasma recirculating factor tprf in the modulation of human lymphocyte response to pha and con a,"[(-1, -1)]"
,1,bovine serum albumin bsa conjugated with a lipid dodecanoic acid is capable of inducing strong delayedtype hypersensitivity dth in guinea pigs,"[(-1, -1)]"
,1,culex annulirostris mosquitoes infected with sfvs a temperaturesensitive smallplaque mutant of semliki forest virus isolated from cultured aedes albopictus cells could not be infected later with wildtype virus sfvw,"[(-1, -1)]"
,1,the expression of three unique dna fragments from drosophila melanogaster which have been inserted into escherichia coli e,"[(-1, -1)]"
,1,aspergillus parasiticus nrrl 2999 was grown in the presence of rhizopus nigricans saccharomyces cerevisiae acetobacter aceti or brevibacterium linens and aflatoxin concentration was determined after 357 and 10 days of incubation at 28c,"[(-1, -1)]"
,1,trypanosoma cruzi leishmania donovani and l mexicana extract factor that lyses mammalian cells,"[(-1, -1)]"
,1,totals lipids tl phospholipids pl and fatty acid composition of tl and pl the latter in blood only were estimated in candida lipolytica cultivated on nalkanes by industrial method toprina in 0 10 and 15 toprina diets and in faeces and blood of turkeys males and females fed these diets,"[(-1, -1)]"
,1,crosses between white leghorn chickens and japanese quail resulted in adult hybrids whose peripheral rbcs were positive for cfa,"[(-1, -1)]"
,1,all c neoformans produced brown to darkbrown pigment within 24 h however nonspecific pigmentation was encountered at all temperatures of incubation with one isolate of trichosporon cutaneum and at room temperature only with one isolate of c luteolus after 6 h other genera of yeasts produced similar pigmentation after 24 h at all temperatures,"[(-1, -1)]"
,1,in addition in benzpyrene and aroclortreated guinea pigs anf inhibited the omega1hydroxylation more pronouncedly than that of omegahydroxylation,"[(-1, -1)]"
,1,other isolates included proteus serratia acinetobacter hemolytic streptococcus and bacillus cereus,"[(-1, -1)]"
,1,an arylmonoalkyl triazene methylptolyl triazene mtt and a cyclic triazene delta2triazoline are directacting mutagens for salmonella typhimurium bacteria and for cellfree hemophilus influenzae dna,"[(-1, -1)]"
,1,serological relationships between robinia mosiac clover blotch and peanut stunt viruses,"[(-1, -1)]"
,1,short time red pulses given 6 times for 5 min within 36 h induce in etiolated barley seedlings an enhanced synthesis of the main chloroplast carotenoids betacarotene violaxanthine lutein and neoxanthine,"[(-1, -1)]"
,1,changes in the number of escherichia coli streptococcus faecalis and streptococcus faecium stored in physiological solution at a temperature of 20 degrees c,"[(-1, -1)]"
,1,the efficiency of the drug in tablet form in freeing dogs from tapeworms was investigated,"[(-1, -1)]"
,1,erythrocytes of different species chicken sheep man mouse rat guinea pig except rabbit erythrocytes strongly adhere to the marginal zone of mouse spleen follicles in frozen sections,"[(-1, -1)]"
,1,mixed lymphocyte reaction in mice genetically selected for high hipha or low lopha responsiveness to phytohemagglutinin,"[(-1, -1)]"
,1,fibrinogen level and fibrinolytic activity of plasma euglobulins from rabbits infected with different types of salmonella authors transl,"[(-1, -1)]"
,1,when the relative strength of different amino acids was compared taurine had the strongest inhibitory potency followed by betaalanine alphaalanine gaba and glycine,"[(-1, -1)]"
,1,yeast lytic system produced by arthrobacter gjm1 bacterium during growth on bakers yeast cell walls contains a complete set of enzymes which can hydrolyze all structural components of cell walls of saccharomyces cerevisiae,"[(-1, -1)]"
,1,since the discovery of the fossil teeth of yuanmou man homo erectus yuanmouensis on may 1 1965 from yuanmou county yunnan province the institute of geomechanics relying on the local poor and lowermiddle peasants and cooperating with other units concerned has been conducting intensive researches on the fossil manbearing strata as well as quaternary glaciation,"[(-1, -1)]"
,1,topical treatment of hairless hamster skin with crude coal tar has been shown to induce epidermal thickening an increased labelling index in the basal cell layer an elevation in nadpdependent glucose6phosphate dehydrogenase activity throughout the epidermis an increased squame count comedo formation and atrophy of the sebaceous glands,"[(-1, -1)]"
,1,in addition summaries of current research activities on the ecology and epidemiology of st louis western equine venezuelan equine rocio and california encephalitis viruses are presented and the problem of control of these infections is discussed,"[(-1, -1)]"
,1,immunological demonstration of large quantities of glycogen or of a glycogenlike substance in human embryonic colon cells and in colon carcinomas by means of rabbit antisera raised against a strain of escherichia coli 013,"[(-1, -1)]"
,1,three of 113 27 red foxes vulpes fulva 3 of 81 37 gray foxes urocyon cinereoargenteus and 1 of 8 125 coyotes canis latrans were infected with d immitis,"[(-1, -1)]"
,1,elaeophora schneideri in a whitetailed deer from texas,"[(-1, -1)]"
,1,the epidemic of respiratory disease legionnaires disease occurred after the american legion convention between 2124 july 1976 in philadelphia usa similar epidemics occurred previously with unknown etiology in the usa and in england with similar clinical symptoms and pathological findings of the disease the isolated etiological agent its morphology culture pathological findings in laboratory animals serological and immunofluorescent test the proposed term for the causative organism legionella pneumophila at the international symposium on legionnaires disease held at the center for disease control in atlanta georgia usa on november 13th15th 1978 are reviewed,"[(-1, -1)]"
,1,saprophyticus acinetobacter calcoaceticus alcaligenes faecalis and bordetella bronchiseptica,"[(-1, -1)]"
,1,studies with lymphocytes from human cord blood and peripheral blood of guinea pigs demonstrated that such extracts were not mitogenic,"[(-1, -1)]"
,1,the pronounced change in the buoyant density of coxiella burnetii in cscl gradients that was caused by treatment with formalin or ultraviolet radiation was not observed with rickettsia rickettsii,"[(-1, -1)]"
,1,cholera copepods and chitinase,"[(-1, -1)]"
,1,seven commercial inhibitors of sterol biosynthesis were tested for their effect upon vegatative growth and sexuality in pythium acanthicum and zygorhynchus moelleri,"[(-1, -1)]"
,1,effect of bromocriptine on the prolactinlike cell of nectophrynoides occidentalis amphibia viviparous anura optical and electronic microscopical studies,"[(-1, -1)]"
,1,infection of dogs with echinococcus gramulosus is recorded for the first time in kaduna state,"[(-1, -1)]"
,1,cilia with defective radial spokes a cause of human respiratory disease,"[(-1, -1)]"
,1,current information on the intestinal secretory mechanism and on the actions of the enterotoxins from vibrio cholerae and escherichia coli are reviewed,"[(-1, -1)]"
,1,high tibial osteotomy is most effective in osteoarthritic knees with varus deformity when correction is made to a femorotibial angle standing of 170 degrees 10 degrees valgus,"[(-1, -1)]"
,1,quantitative nasopharyngeal cultures were particularly useful in predicting the presence of ampicillinresistant haemophilus influenzae and group a streptococci as causative agents in otitis media,"[(-1, -1)]"
,1,2 among invertebrates the enzyme was detected in crayfish and snail but not in insects or earthworm,"[(-1, -1)]"
,1,the interactions of steroid hormones and human peripheral blood lymphocytes pbls have been investigated following glasswool column separation of pbls and incubation in a serumfree medium in the presence of phytohemagglutinin pha,"[(-1, -1)]"
,1,bovine milk milk formulas and human breast milk have all been implicated in the condition of nursing bottle caries because of their lactose content,"[(-1, -1)]"
,1,apis and these four kloeckera strains,"[(-1, -1)]"
,1,adult crania from four human skeletal population samples were radiographed in order to study variation of the air cell system in the mastoid process,"[(-1, -1)]"
,1,selected areas in the medial basal mbh and rostral rh hypothalamus and in the amygdala amyg of longterm ovariectomized rhesus monkeys were electrically stimulated for 30 min through permanently implanted bilateral stainless steel electrodes,"[(-1, -1)]"
,1,the longchain fatty acids of bacterionemae mainly straightchain saturated and unsaturated acids were similar to those of certain coryneform bacteria including c diphtheriae,"[(-1, -1)]"
,1,cefuroxime inhibited betalactamaseproducing neisseria gonorrhoeae and haemophilus influenzae,"[(-1, -1)]"
,1,most multiply resistant isolates of klebsiella pneumoniae serratia marcescens and proteus mirabilis were sensitive to cefoxitin in vitro,"[(-1, -1)]"
,1,report on the 4 years maintenance of a colony of glossina palpalis gambiensis vanderplank 1949 diptera muscidae reared on rabbit and guinea pig hosts,"[(-1, -1)]"
